;ADSGn.DE;ADSGn.DE;AIRG.DE;AIRG.DE;ALVG.DE;ALVG.DE;BASFn.DE;BASFn.DE;BAYGn.DE;BAYGn.DE;BMWG.DE;BMWG.DE;BEIG.DE;BEIG.DE;BNRGn.DE;BNRGn.DE;CBKG.DE;CBKG.DE;CONG.DE;CONG.DE;1COV.DE;1COV.DE;DHER.DE;DHER.DE;DBKGn.DE;DBKGn.DE;DB1Gn.DE;DB1Gn.DE;LHAG.DE;LHAG.DE;DPWGn.DE;DPWGn.DE;DTEGn.DE;DTEGn.DE;DWNG.DE;DWNG.DE;EONGn.DE;EONGn.DE;FREG.DE;FREG.DE;HEIG.DE;HEIG.DE;HFGG.DE;HFGG.DE;HNKG.DE;HNKG.DE;IFXGn.DE;IFXGn.DE;SDFGn.DE;SDFGn.DE;LXSG.DE;LXSG.DE;LINI.DE;LINI.DE;MRCG.DE;MRCG.DE;MTXGn.DE;MTXGn.DE;MUVGn.DE;MUVGn.DE;PSHG_p.DE;PSHG_p.DE;PSMGn.DE;PSMGn.DE;PUMG.DE;PUMG.DE;QIA.DE;QIA.DE;RWEG.DE;RWEG.DE;SZGG.DE;SZGG.DE;SAPG.DE;SAPG.DE;SATG.DE;SATG.DE;SIEGn.DE;SIEGn.DE;ENR1n.DE;ENR1n.DE;SHLG.DE;SHLG.DE;SY1G.DE;SY1G.DE;TKAG.DE;TKAG.DE;VOWG.DE;VOWG.DE;VNAn.DE;VNAn.DE;WDIG.H;WDIG.H;ZALG.DE;ZALG.DE
;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume;Close Price;Accumulated Volume
01.01.08;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
02.01.08;50;1975833;21,35;505206;145,92;2364687;50,47;4884954;60,472638;3605709,815;42,73;4146992;52,39;302710;NULL;NULL;155,176685;589146,8915;74,904044;1038114,994;NULL;NULL;NULL;NULL;68,564095;3822191,014;128,63;1274442;12,988976;3670534,413;23,21;6594747;14,9;26359817;12,140285;154088,6035;41,917323;6489429,489;18,599981;126156,1262;95,446757;47971,33192;NULL;NULL;34,59;125635;7,248432;13267465,34;39,663121;1242798,736;33,22;485241;NULL;NULL;43,725;768132;39,3;339171;132,76;1347918;117,746107;568269,2915;16,62;761046;27,326;323150;14,656388;712591,3129;90,51776;2439719,308;100,36;346377;34,88;6703497;6,75;6468;93,722491;4401146;NULL;NULL;NULL;NULL;18,92;392500;38,37;3766360;153,337349;1397017;NULL;NULL;9,232;312,5;NULL;NULL
03.01.08;50,09;1526879;21,4;480594;144,93;2602698;50,8;5039774;60,728502;4328600,389;42,09;4073510;51,18;588536;NULL;NULL;153,198767;708750,4684;73,096731;1718458,027;NULL;NULL;NULL;NULL;68,082507;4556013,87;123,85;2588618;12,66782;6805272,671;22,67;6044500;14,9;25880688;12,244095;195244,0554;42,741869;11260373,26;18,666648;298077,2981;93,786653;57595,30728;NULL;NULL;34,18;157539;7,105781;11893802,59;40,395473;1614323,628;32,46;869397;NULL;NULL;43,075;1484114;39,38;485586;131,94;1665903;112,834392;1583376,813;16,36;805662;27,157;267470;14,926137;819425,2654;93,263314;4723496,733;97,84;589550;34,53;7102153;6,8125;3780;92,69171;5731663;NULL;NULL;NULL;NULL;18,49;750172;38,3;3191220;150,833558;1813000;NULL;NULL;9,288;NULL;NULL;NULL
04.01.08;49,81;1962837;20,78;472924;142,08;4449883;51,085;7035580;61,437051;6294868,89;40,9;6230583;51,02;677989;NULL;NULL;152,719272;927064,323;67,320247;6666123,073;NULL;NULL;NULL;NULL;67,748503;8570806,348;118,48;2579312;12,382348;10303343,24;22,87;6055992;15;40134745;12,014621;98883,99888;43,230163;12006777,01;18,543315;174498,1745;92,034321;185989,0706;NULL;NULL;33,93;255579;6,847227;14276356,43;39,28391;2283772,209;31,55;833305;NULL;NULL;43,035;885276;36,98;662892;131,91;2485581;104,327363;3069959,734;15,68;624872;26,791;326110;14,886174;570193,2281;92,845306;4377460,546;93,86;853443;34,12;7817440;6,875;4196;90,237053;6902944;NULL;NULL;NULL;NULL;17,92;944837;36,58;5486575;148,200603;3535274;NULL;NULL;9,136;NULL;NULL;NULL
07.01.08;49,51;1696299;19,17;1289394;140,06;4864778;52,1;7214856;62,490033;7140858,352;41,98;8574784;51,15;448514;NULL;NULL;153,13883;755631,5895;66,161491;4596225,935;NULL;NULL;NULL;NULL;67,360126;6923649,543;114,59;3256091;12,460853;7571726,824;22,7;5593627;15,43;48539366;11,670409;163183,2153;44,142426;14776721,78;18,606648;268506,2685;87,607377;184975,2787;NULL;NULL;33,27;468994;6,561926;16884483,03;38,866778;1424599,273;30,45;795916;NULL;NULL;42,995;1231958;35,58;643087;131,22;2611482;104,457293;2417694,775;15,02;744800;25,1;1324690;14,586453;704858,7238;95,609859;5454399,059;90,81;644706;32,9;15049160;7;5392;88,88306;7134084;NULL;NULL;NULL;NULL;18,16;648825;36,46;5012535;147,922404;2589606;NULL;NULL;8,528;792,5;NULL;NULL
08.01.08;48,3;2438261;19,35;648329;139,88;3357422;51,985;6252358;64,044903;8425603,219;42;4824530;50,95;561456;NULL;NULL;151,460596;973429,7353;67,449958;3119416,228;NULL;NULL;NULL;NULL;66,847468;9194311,168;123,28;3211466;12,560768;7536568,21;24,15;13010967;15,44;53802629;11,746901;111964,9388;43,627816;12716418,72;19,043314;251118,2511;86,69432;258886,6722;NULL;NULL;33,15;714191;6,544094;11999166,63;40,447615;1287232,023;30,31;814344;NULL;NULL;44,515;2087802;34,59;1015900;129,94;2680922;108,560362;1902431,663;15,19;1065251;25,705;774270;14,866193;887493,2352;94,156331;6205491,437;94,89;766036;33,04;10970280;6,75;756;90,516586;5192838;NULL;NULL;NULL;NULL;17,55;787867;37,4;4267096;148,09131;2078269;NULL;NULL;8,504;NULL;NULL;NULL
09.01.08;46,66;2935967;18,83;781214;139,25;3650880;52,41;7190748;64,63536;6791872,736;41,75;5664163;49,75;719216;NULL;NULL;150,02211;910155,713;64,760608;3538030,715;NULL;NULL;NULL;NULL;65,868758;10597644,39;120,88;2319694;11,989824;15500323,67;24,18;9140342;15,55;43565969;11,402689;135132,4968;44,320786;14433071,43;19,763314;236172,2362;85,403128;165668,7774;NULL;NULL;32,57;597502;6,249878;18516548,41;40,736763;2324197,176;29,13;867494;NULL;NULL;46,895;2937630;32,79;1473094;130,15;1982422;104,251285;2369087,255;14,89;896683;26,343;1321490;15,056017;1165114,371;94,63134;4900462,436;90,57;707992;32,7;8719238;6,575;4100;85,720832;17794863;NULL;NULL;NULL;NULL;17,14;864322;37,05;4593640;147,574655;2780033;NULL;NULL;8,032;200;NULL;NULL
10.01.08;45,43;2588962;19,3;842705;138,92;4174058;49,89;12792128;63,110012;7378704,292;42,09;3821745;49,32;1032842;NULL;NULL;148,523687;765108,2193;65,573466;3435561,379;NULL;NULL;NULL;NULL;65,092004;8576017,778;120,09;1714225;11,847088;13230365,15;23,87;6455243;15,45;36647935;11,413616;109182,9283;44,677504;15149595,15;19,756647;238839,2388;84,720641;202644,5331;NULL;NULL;32,7;683943;6,232046;12382205,02;40,343332;2964452,527;28,28;1252909;NULL;NULL;46,205;2185620;32,53;654703;130,55;2516856;104,567563;966347,9199;14,2;1052030;26,228;538090;15,38571;1261982,624;93,852325;4210049,575;87,18;1180467;32,7;8976619;6,875;5428;84,139718;9316823;NULL;NULL;NULL;NULL;16,61;1239636;35,22;7782545;148,09131;2044521;NULL;NULL;8,216;NULL;NULL;NULL
11.01.08;44,8;3229685;19,04;554503;140,15;3502061;49,92;7868584;63,18874;5361910,181;41,88;4287339;46,83;1490709;NULL;NULL;151,280786;1090195,329;67,3116;2733137,129;NULL;NULL;NULL;NULL;65,402705;10572999,53;123,27;2493369;12,189654;10699467,55;23,79;7902077;15,32;27476613;11,364443;85135,01042;43,274022;20416208,42;19,373314;279636,2796;87,487481;111731,7951;NULL;NULL;31,6;976731;6,035902;22607824,88;40,205867;1940520,744;27,96;915844;NULL;NULL;46,45;1464028;32,4;731662;130,97;1968945;103,367416;1482734,094;14,09;742176;26,001;645940;15,275812;1699775,245;92,351296;5192909,653;91,34;886449;32,81;6835403;6,575;4240;84,890966;6401490;NULL;NULL;NULL;NULL;16,9;1176080;36,2;5473767;149,204107;1657487;NULL;NULL;7,76;NULL;NULL;NULL
14.01.08;44,69;1654532;19,39;526381;143,39;4111883;49,735;4287568;62,686852;4747524,375;41,5;5119749;48,77;1431894;NULL;NULL;151,460596;752867,8506;68,470355;1823533,305;NULL;NULL;NULL;NULL;65,868758;5980464,451;126,69;1393364;12,28957;4531058,738;23,37;7446266;15,19;19459750;11,621236;59866,30239;42,408542;11854658,85;19,393314;134595,1346;89,322818;87818,23308;NULL;NULL;31,55;593612;6,187468;15026477,01;41,601839;1486934,985;27,94;705989;NULL;NULL;44,97;2743370;33,52;506503;130,71;1734009;106,968713;1301897,741;14,27;1140085;25,949;524760;15,565543;1737264,339;89,596242;4777861,277;95,18;1055191;33,7;16626264;6,4625;540;85,965424;4823150;NULL;NULL;NULL;NULL;17,33;930992;36,26;3824248;152,810758;1959233;NULL;NULL;7,624;NULL;NULL;NULL
15.01.08;42,95;3892128;18,54;1162000;141,06;4206181;49,42;8995454;61,791325;7776251,277;39,9;5295972;48,51;1326630;NULL;NULL;138,873843;3717557,236;65,902068;2256896,179;NULL;NULL;NULL;NULL;64,198736;11345153,68;122,86;1909767;11,97555;6847207,432;22,62;10810545;15,18;36854811;11,473717;200172,9726;42,619064;12949848,95;19,296647;248013,248;88,437429;104255,7575;NULL;NULL;30,3;920327;5,964577;14843567,39;42,120884;3110853,266;27,31;734950;NULL;NULL;43,63;1865746;33,91;1295785;127,22;3169364;102,150172;1628381,177;13,58;1002856;25,232;579050;14,886174;1579476,187;89,938249;3884960,955;94,27;878315;32,86;13354124;6,285;3000;84,541548;7562217;NULL;NULL;NULL;NULL;17,28;1239837;35,74;3358469;149,790312;2001196;NULL;NULL;8,336;NULL;NULL;NULL
16.01.08;40,81;7466770;18,51;1539362;142,02;5878872;47,775;14060350;59,764089;10462215,54;40,01;6390046;48,69;1266708;NULL;NULL;136,116745;3365638,418;67,84774;4012399,938;NULL;NULL;NULL;NULL;63,383144;16854422,75;112;6422040;12,161107;9387834,884;22,37;9680136;15,08;44422219;11,473717;229995,3924;41,738964;22011712,01;19,346647;212658,2127;89,009243;146390,4671;NULL;NULL;30,06;654428;5,741685;23226388,18;37,769436;3765534,351;26,39;1313490;NULL;NULL;43,94;1542472;33,12;696387;126,65;3934631;99,584899;2665060,844;13,49;999335;23,685;2491090;14,476555;1444314,765;89,377738;6683305,257;90,4;1304137;33,44;13562744;6,535;13368;82,934228;9608586;NULL;NULL;NULL;NULL;17,19;824861;34,84;7881831;152,115261;3213623;NULL;NULL;7,784;NULL;NULL;NULL
17.01.08;40,89;3374764;17,96;862667;141,34;4573539;47,435;9678576;58,986654;8901364,198;38,7;7342407;49,47;864985;NULL;NULL;131,261854;1824469,131;67,571022;2663858,386;NULL;NULL;NULL;NULL;62,777276;10542462,2;113,87;3733963;11,989824;6808047,024;22,24;7712769;15,05;35698714;11,451862;172649,3719;42,461172;13943122,94;19,373314;243576,2436;89,193699;94434,44507;NULL;NULL;30,04;258755;6,035902;29968011,34;35,574751;2690355,137;25,24;1558403;NULL;NULL;43,91;1977508;33,1;945418;125,06;2280495;98,390735;1418064,45;13,6;887553;23,601;1312750;14,616425;1075425,004;88,598723;3310647,661;92,37;952472;33,64;9431474;6,3425;720;80,898872;8378803;NULL;NULL;NULL;NULL;17;1087632;35,16;7006063;151,409828;1736466;NULL;NULL;8,072;NULL;NULL;NULL
18.01.08;41,24;4084532;17,21;887245;133,19;13262742;45,975;15427738;59,0457;9859351,993;37,68;6120439;49,74;877848;NULL;NULL;126,347027;2213711,355;65,737767;3105652,307;NULL;NULL;NULL;NULL;60,913066;19429541,05;115,65;3202489;11,789994;9433813,474;22,17;7076721;15,06;42371234;11,462789;189345,0951;42,63076;19286995,29;18,769981;293670,2937;90,936808;198433,2307;NULL;NULL;29,52;442788;5,991324;21224418,61;35,347224;4344572,101;24,53;1539545;NULL;NULL;44,39;2059446;32,75;950864;120,58;5186259;94,848419;2775612,244;13,63;1025041;23,876;1115490;14,036963;1653537,635;89,007231;5403917,41;92,27;1010478;33,69;14998068;6,28;2552;80,36601;11922678;NULL;NULL;NULL;NULL;17,08;902011;35,8;7974415;149,0352;3773830;NULL;NULL;7,808;NULL;NULL;NULL
21.01.08;39,23;3902244;15,96;1436123;119,88;17095464;42,5;21586364;54,469658;16337498,92;36,28;9980134;47,2;1130989;NULL;NULL;113,6404;3190930,407;64,215819;5635414,329;NULL;NULL;NULL;NULL;56,462264;29105771,71;103,88;6002993;11,133408;15772560,53;21,11;13134683;14,39;94264512;11,238779;169678,8436;38,87937;36189345,19;17,969982;278298,2783;87,948621;197642,7983;NULL;NULL;28,15;425907;5,768432;30946590,61;32,666675;3253722,464;22,83;1451570;NULL;NULL;42,1;2722110;31,45;788797;113,65;6443837;90,394025;3185178,859;12,05;903601;22,941;1157280;12,808104;2088589,664;82,708609;10427792,7;88,19;1096301;30,8;25984795;6,1;3676;73,526164;16004248;NULL;NULL;NULL;NULL;16,21;1094558;32,61;10495147;147,475298;6113693;NULL;NULL;7,168;NULL;NULL;NULL
22.01.08;40,25;4993273;16,43;1030600;119,5;20044839;42,75;21774232;54,095702;16349078,09;35,98;9086614;47,41;1348498;NULL;NULL;119,813903;4064710,211;63,990986;5212446,265;NULL;NULL;NULL;NULL;58,714851;39321848,81;106,76;5376688;11,368922;15402848,62;21,27;13762178;13,95;113613915;11,801537;135520,5141;37,259518;40461244,46;18,109982;524133,5241;92,228;379237,3249;NULL;NULL;27,82;416600;5,795179;33248670,32;35,840199;4176053,872;23,3;2114575;NULL;NULL;41,435;2613982;32,21;1026972;113,93;7009498;95,72545;4439393,266;12,45;2084718;22,647;2186070;13,16777;2227949,602;78,16752;15244719,71;91;1256269;31,24;30086258;5,95;11416;74,862685;19921273;NULL;NULL;NULL;NULL;16,25;1151183;32,78;11981540;149,293528;5969763;NULL;NULL;7,2;312,5;NULL;NULL
23.01.08;38,44;3427571;16,07;775154;111,32;13969238;40,255;20026768;51,035167;14646589;34,71;7684331;46,91;1483602;NULL;NULL;114,479517;2835460,856;61,042212;3287100,28;NULL;NULL;NULL;NULL;56,648685;20562967,78;102,46;4353829;11,290418;13661412,68;20,53;11341794;13,05;84840681;12,05833;144084,3475;34,733251;36059364,06;18,099982;343572,3436;90,927585;188002,5589;NULL;NULL;27,07;441073;5,420721;48114556,86;35,53446;4328897,459;22,46;1771072;NULL;NULL;40,48;3042320;31,75;1246197;107,11;6311795;95,934877;3544675,634;11,85;1395676;21,729;1391170;12,898021;1916585,296;73,588431;12166323,36;87,41;905401;29,96;19651972;5,75;840;71,84896;14382784;NULL;NULL;NULL;NULL;15,67;1329732;30,96;7887462;147,991954;4712953;NULL;NULL;7,136;731,25;NULL;NULL
24.01.08;41,5;3813351;16,64;694326;123,85;13880061;42,23;14699052;53,938247;12111247,39;36,45;7675191;49,56;980849;NULL;NULL;122,031569;3514658,254;63,80939;3465149,154;NULL;NULL;NULL;NULL;60,959671;18620824,49;114,13;4666089;11,904182;12097671,23;21,43;13714918;13,46;60918410;12,189458;136474,0847;37,1718;29363570,36;17,926649;393096,3931;96,479711;240779,3729;NULL;NULL;28,83;517720;5,563372;27343816,39;39,241249;2254562,102;23,24;1480476;NULL;NULL;40,875;1946280;33,8;1150816;115,74;6448690;100,284985;2319520,453;12,22;1670861;23,802;2280810;13,187752;1055063,161;77,474007;9870120,671;93,83;778882;31,26;13702939;6,125;9820;73,639724;16429934;NULL;NULL;NULL;NULL;16,42;1490101;32,24;6709978;152,105325;5012752;NULL;NULL;7,632;NULL;NULL;NULL
25.01.08;41,5;2588318;17,41;769130;121,62;6667565;42,13;9035560;52,678605;9320929,382;37,2;6149096;50,65;1027347;NULL;NULL;116,817057;2818186,695;62,961942;2794979,633;NULL;NULL;NULL;NULL;59,7324;12129359,27;116,34;3040251;11,57589;9254489,407;22,01;10576761;13,58;54812813;12,724898;87314,86202;37,189344;21285702,29;17,949982;292209,2922;96,073908;143179,9454;NULL;NULL;28,37;226203;5,625781;17080104;40,260379;2225908,939;23,82;1564351;NULL;NULL;40,68;2414592;34,44;1037382;112,42;3721580;102,866499;2370736,752;13,16;2611660;23,914;1179220;13,16777;1209310,5;78,538027;6138502,968;96,94;1043013;31,42;10440601;6,38;4356;73,255365;11604506;NULL;NULL;NULL;NULL;16,88;890951;32,97;5235607;156,884387;4153612;NULL;NULL;7,696;1075;NULL;NULL
28.01.08;40,82;2358915;17,14;532527;123,78;4908842;41,58;8550664;52,649083;6509064,674;37,33;3597881;50,23;823890;NULL;NULL;117,596237;2130195,385;63,904512;2171101,765;NULL;NULL;NULL;NULL;59,553746;10916883,08;119,58;3075388;11,518795;6300654,355;21,9;6863327;13,56;41290906;11,664945;155210,559;36,95543;15774414,77;18,159982;144162,1442;94,755047;90012,79438;NULL;NULL;28,49;201842;5,492047;13337857,21;38,61318;2022868,523;23,52;748842;NULL;NULL;41,115;1330836;33,88;353034;113,98;3110618;104,40686;1392596,683;13,08;691161;23,722;621220;13,267677;809000,233;78,785032;4935382,405;94,45;749050;31,01;10957279;6,025;768;72,705033;11853201;NULL;NULL;NULL;NULL;16,26;614276;32,36;4976103;157,083101;2180284;NULL;NULL;7,36;NULL;NULL;NULL
29.01.08;41,73;2003415;17,79;346509;123,61;4785359;42,995;10005276;52,717969;6837626,449;37,44;3720280;50,3;723776;NULL;NULL;124,488982;2304631,109;64,250409;2168461,698;NULL;NULL;NULL;NULL;60,182917;8380823,473;116,41;3033171;11,732899;6758772,839;21,79;5306798;13,64;45706787;12,506351;126339,8796;36,929115;16179967,18;18,493315;90822,09082;95,91712;79483,45405;NULL;NULL;29,3;199329;5,679275;16002747,97;41,561548;1874818,043;23,74;930169;NULL;NULL;40,985;1347868;36,01;648790;114,16;3373651;108,242374;1324078,212;13,2;985218;23,927;873940;13,667306;911274,558;79,260041;4562121,807;99,93;930546;31,45;10041231;6,25;20;75,343134;11416673;NULL;NULL;NULL;NULL;16,93;963728;33,48;5853338;155,394035;1813908;NULL;NULL;7,928;NULL;NULL;NULL
30.01.08;43,02;3065898;17,69;607645;121,51;4468757;42,78;5944824;52,097989;4466271,041;37,65;4159386;49,33;1290873;NULL;NULL;124,129361;1243356,352;61,561058;3029308,567;NULL;NULL;NULL;NULL;59,600351;6477767,189;115,98;1604410;11,625847;4967226,208;21,86;5501731;13,55;30226304;12,719435;117865,7294;36,899876;14270309,27;18,399982;242886,2429;94,044892;81324,54352;NULL;NULL;28,91;130458;6,009155;24459646,29;39,499587;1374934,074;23,65;649612;NULL;NULL;40,485;932514;35,1;501381;120,86;5830711;104,458148;1060006,598;13,36;1471211;24,132;445370;13,527436;987949,4868;79,041537;4282420,92;102,23;956279;31,67;12292025;6,1225;1672;75,456695;6535754;NULL;NULL;NULL;NULL;16,78;587710;33,55;3825372;152,631916;2236532;NULL;NULL;8,216;NULL;NULL;NULL
31.01.08;42,48;2563822;17,04;565049;119,46;6796333;43,605;8144022;53,957929;9437455,733;36,8;4258538;51,55;1171718;NULL;NULL;121,4322;1829617,043;60,099642;3984693,197;NULL;NULL;NULL;NULL;58,380847;12936883,69;116,85;2303787;11,39747;8270820,256;21,66;7376310;13,74;43028159;12,959836;91343,28636;36,139656;19277371,28;17,813316;168555,1686;92,532352;192740,8162;NULL;NULL;28,03;538369;6,035902;18112350,63;39,883538;1683730,86;23,2;1233382;NULL;NULL;41,45;1681120;35,79;660458;120,27;4315223;102,496368;1725338,849;13,43;1668994;24,025;506700;13,537427;617631,6514;78,338524;5399962,275;104,32;1119684;32,2;14553918;5,8125;5184;75,281986;7028011;NULL;NULL;NULL;NULL;16,66;1322464;32,74;5870934;150,813687;2279079;NULL;NULL;8,44;NULL;NULL;NULL
01.02.08;43,49;2019463;17,61;523327;121,23;5400958;43,965;7569232;54,066179;6496489,668;37,45;3627040;51,24;948517;NULL;NULL;127,06627;1780428,496;61,128687;3029526,763;NULL;NULL;NULL;NULL;60,113009;12762725,64;120,95;2882423;11,368922;9181631,824;21,96;5018228;13,56;39154744;13,533522;256766,7522;36,914495;16434880,43;18,263315;134610,1346;95,760332;144294,5743;NULL;NULL;28,05;636673;6,419275;23864531,62;41,497556;1410506,863;23,98;890562;NULL;NULL;42,995;1900394;36,32;458441;121,67;2947211;105,00095;1660961,668;13,91;1174937;24,596;533360;13,957037;851844,3621;78,424025;4841508,65;111,1;1193517;32,25;12934001;6,375;5404;78,086061;9757583;NULL;NULL;NULL;NULL;17,43;1325697;34,7;7277364;150,525552;2002831;NULL;NULL;8,44;NULL;NULL;NULL
04.02.08;43,27;1268394;17,59;281687;120,09;4005844;43,775;5718704;55,079797;5937272,316;38,42;4606111;51,2;370750;NULL;NULL;126,107279;807082,3483;61,932898;1738507,23;NULL;NULL;NULL;NULL;60,066404;7061077,827;119,44;1836500;11,269007;6893715,671;22,02;4148447;13,39;33916574;13,451567;122326,0974;37,613312;12835206,84;18,569981;130728,1307;96,959296;68803,40027;NULL;NULL;28,4;284617;6,454938;15463019;42,365001;1397342,695;24,71;796079;NULL;NULL;43,47;1265650;36,06;297858;119,7;2333285;105,100962;1117926,173;14,34;815776;24,708;605780;14,006991;629264,2388;79,279042;3602497,896;114,32;936403;32,43;5483948;NULL;NULL;79,317758;6869577;NULL;NULL;NULL;NULL;17,76;571257;35,11;4529302;149,33327;1670188;NULL;NULL;9,056;NULL;NULL;NULL
05.02.08;42;3026050;16,4;588292;115,24;5107736;42,53;8052840;52,629401;7057696,665;36,12;7071330;49,88;855342;NULL;NULL;121,192452;1463991,647;58,551752;2832013,989;NULL;NULL;NULL;NULL;57,635163;14822836,75;115,35;2629562;10,947851;8386053,974;21,51;6110151;13,15;42804392;12,823244;139387,8746;37,230279;17212832,21;17,889982;104601,1046;92,670694;150366,4831;NULL;NULL;27,18;486390;6,249878;18575051,09;41,239218;1786221,504;23,52;948005;NULL;NULL;42,24;1162202;34,37;522460;116,51;3218470;99,242977;1797355,189;13,73;1109017;23,783;792850;13,787195;648613,0451;78,718531;5526719,235;107,56;1076063;31,89;10698019;6,34;9456;75,124748;9839612;NULL;NULL;NULL;NULL;16,67;457315;34,04;5566858;147,882661;2517540;NULL;NULL;8,928;NULL;NULL;NULL
06.02.08;42,15;1807290;16,46;768892;116,99;5650130;42,915;4802896;54,617273;6631106,753;35,11;9154289;50,8;688033;NULL;NULL;119,813903;1705139,842;57,911843;3369560,744;NULL;NULL;NULL;NULL;58,256567;14094269,1;113,38;2680251;10,869346;8175326,477;21,94;6812990;13,38;40204342;13,036328;63964,27699;37,85015;12447996,45;17,643316;328422,3284;91,517844;166877,7378;NULL;NULL;27,98;213611;5,973492;21773690,34;41,850696;1694312,826;23,66;765146;NULL;NULL;42,465;1335566;34,64;413717;117,7;2929814;97,485495;1405032,253;13,43;1272894;24,172;825700;14,086917;727959,232;80,162559;4851748,657;117,08;1629316;32,56;11775926;NULL;NULL;76,007027;7201040;NULL;NULL;NULL;NULL;16,4;1004236;34,36;4883567;149,313399;2051420;NULL;NULL;8,336;125;NULL;NULL
07.02.08;41,68;2125489;15,87;463673;115,27;4683161;42,075;6626668;53,475722;5938532,357;34,33;4849968;50,76;1085898;NULL;NULL;117,776047;1111821,732;55,827812;2801439,679;NULL;NULL;NULL;NULL;58,46629;22620784,73;109,6;4164452;10,933578;9298500,729;21,7;6167245;13,34;33474909;12,817781;171027,7526;37,256594;11848160,85;17,439983;249570,2496;90,180538;104148,4148;NULL;NULL;27,09;322263;5,162167;88489850,44;39,928569;1885311,404;22,91;995517;NULL;NULL;41,795;1908876;33,55;361089;114,82;2713188;93,087519;1644899,544;13,08;715936;23,646;425230;13,927065;1065316,786;80,19106;4172136,666;114,64;955433;32,14;10893743;6,385;3400;74,006613;6607924;NULL;NULL;NULL;NULL;16,37;783150;33,65;3367701;148,439059;2393609;NULL;NULL;8,24;NULL;NULL;NULL
08.02.08;42,11;1065892;16,32;359105;115,7;3118385;41,975;5110162;53,770951;3843714,276;34,42;4477727;51,36;505521;NULL;NULL;118,974786;1165173,99;56,286126;1860303,964;NULL;NULL;NULL;NULL;58,932343;9519962,441;114,06;1975996;10,997809;8989642,417;21,79;3843245;13,23;22456131;12,839635;45114,32596;37,312148;7954249,954;17,403316;210678,2107;90,752352;90164,5921;NULL;NULL;26,31;917174;4,99277;29694861,63;41,177596;1289278,376;23,08;580178;NULL;NULL;41,995;1005382;33,6;281200;113,88;2648836;94,02866;1004005,587;12,77;740255;23,634;272020;13,917074;793462,8325;80,390563;3120083,798;113,24;596539;32,79;7667154;NULL;NULL;74,75786;4551588;NULL;NULL;NULL;NULL;16,2;588208;33,4;3947424;148,429124;1749485;NULL;NULL;8,704;375;NULL;NULL
11.02.08;42,26;1154776;16,11;308544;113,18;5673529;42,04;5484086;54,125225;5119716,084;34,2;4212833;50,64;448287;NULL;NULL;114,299706;1359826,135;55,438677;1790871,139;NULL;NULL;NULL;NULL;58,411917;7978832,738;116,17;2283127;10,919304;5667290,662;21,67;4030933;13,23;26388088;12,59377;73208,97091;37,294605;9506841,507;17,406649;131091,1311;90,660124;67933,8162;NULL;NULL;26,26;487980;5,099758;17818123,39;39,639421;1701494,049;22,9;558013;NULL;NULL;42,03;1061490;33,46;221498;111,85;2986151;93,425167;1235800,872;12,71;329230;23,245;465010;14,176833;612372,913;80,932074;3269388,64;111,78;690736;32,96;6373370;6,075;3760;74,644299;5270414;NULL;NULL;NULL;NULL;15,85;509863;33,31;3759091;148,846422;1510383;NULL;NULL;8,456;NULL;NULL;NULL
